Date.x,Zone,ID,Station_ID,UTM_E,UTM_N,Width,Length,Max_depth,Min_depth,Ave_depth,Area,Volumer,Dom_substrate,Subdom_substrate,SAV,EAV,Fil_Tub_Algae,Phytoplankton,SAV_Spp,EAV_Spp,Fil_algae_spp,Phyto_spp,Station NOTES,Year,Month,Season,Unique_ID2,Date.y,Water_temp_1,Water_temp_2,Spec_cond_1,Spec_cond_2,Der_spec_cond_1,Der_spec_cond_2,DO_1,DO_2,Perc_sat_1,Perc_sat_2,pH_1,pH_2,Sum_SB,Sum_TW,Sum_SC,micro_sum,volume,Volume_Match,Match,temp_mean,min_DO,Start_Year,End_Year,Rain_Sum,Date_Latest_Breach,breach_days,TW_density,SC_density,SB_density,Breach_Year,Since_Breach,u_mean,u_max
10/5/1996,E,11,E11,541672,4187291,3,3,0.3,0.05,0.175,9,1.575,mud,gravel,2,1,0,NA,NA,NA,NA,NA,NA,1996,10,Fall,1996_Fall_E11,10/5/1996,18.5,18.5,10670,11520,10670,11520,0.6,0.6,7,7,NA,NA,70,303,0,0,1.575,TRUE,TRUE,18.5,0.6,1995,1996,24.89,2/27/1996,221,192.3809524,0,44.44444444,1996,0,3.1441422,4.345366
10/5/1996,E,13.1,E13.1,541704,4187233,3,3,0.37,0.1,0.235,9,2.115,mud,cobble,1,1,0,NA,NA,NA,NA,NA,NA,1996,10,Fall,1996_Fall_E13.1,10/5/1996,19.6,19.4,9480,7660,9480,7660,0.4,1.9,5,21,NA,NA,332,76,0,0,2.115,FALSE,TRUE,19.5,0.4,1995,1996,24.89,2/27/1996,221,35.93380615,0,156.9739953,1996,0,3.1441422,4.345366
9/17/1997,NW,6,NW6,540963,4187194,3,2.5,0.5,0.1,0.3,7.5,2.3,muck,gravel,0,1,0,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_NW6,9/17/1997,19.5,20,9450,10300,9450,10300,0.962150058,8.155842307,11,93,8.2,8.6,1,0,11,0,2.25,FALSE,TRUE,19.75,0.962150058,1996,1997,22.63,1/26/1997,234,0,4.888888889,0.444444444,1997,0,3.398340733,5.2518177
9/17/1997,W,1,W1,540761,4187219,3,3.6,0.5,0,0.25,10.8,2.7,mud,muck,1,0,1,NA,potamogeton,NA,"Ulva, Enteromorpha",NA,NA,1997,9,Fall,1997_Fall_W1,9/17/1997,21.5,21.5,10630,10630,10630,10630,10.5563035,11.51596745,126,137,8.7,8.7,2,327,0,0,2.7,TRUE,TRUE,21.5,10.5563035,1996,1997,22.63,1/26/1997,234,121.1111111,0,0.740740741,1997,0,3.398340733,5.2518177
9/17/1997,W,1.1,W1.1,540727,4187229,3,3,0.5,0.1,0.3,9,2.7,sand,corophium,1,0,1,NA,potamogeton,NA,Enteromorpha,NA,NA,1997,9,Fall,1997_Fall_W1.1,9/17/1997,21.5,21.5,10630,10630,10630,10630,9.788572333,10.5563035,116,126,8.7,8.7,0,454,5,0,2.7,FALSE,TRUE,21.5,9.788572333,1996,1997,22.63,1/26/1997,234,168.1481481,1.851851852,0,1997,0,3.398340733,5.2518177
9/17/1997,W,2,W2,540764,4187193,3,3.9,0.65,0,0.325,11.7,3.8,sand,corophium,NA,NA,NA,Present,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_W2,9/17/1997,20.5,20.5,11150,10410,11150,10410,9.186018177,9.403724176,107,110,8.6,8.6,1,208,4,0,3.8025,FALSE,TRUE,20.5,9.186018177,1996,1997,22.63,1/26/1997,234,54.7008547,1.051939513,0.262984878,1997,0,3.398340733,5.2518177
9/17/1997,W,3,W3,540835,4187139,3.4,3.8,0.45,0,0.225,12.9,2.9,sand,corophium,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_W3,9/17/1997,19,19.5,10070,10180,10070,10180,5.756396118,6.524301558,65,75,8.6,8.6,1,187,15,0,2.9025,FALSE,TRUE,19.25,5.756396118,1996,1997,22.63,1/26/1997,234,64.42721792,5.167958656,0.344530577,1997,0,3.398340733,5.2518177
9/17/1997,W,3.1,W3.1,540845,4187115,3.5,4.5,0.45,0,0.225,15.8,3.5,sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_W3.1,9/17/1997,19.5,19.5,10180,10180,10180,10180,5.564845446,6.71619278,64,77,8.5,8.6,0,261,10,0,3.555,FALSE,TRUE,19.5,5.564845446,1996,1997,22.63,1/26/1997,234,73.41772152,2.812939522,0,1997,0,3.398340733,5.2518177
9/17/1997,W,3.2,W3.2,540829,4187160,3.5,3.3,0.6,0,0.3,11.6,3.5,sand,corophium,1,0,0,NA,potamogeton,NA,NA,NA,Washed muck (organic) in net so lost some fish,1997,9,Fall,1997_Fall_W3.2,9/17/1997,19.5,19.5,10180,10180,10180,10180,6.044573502,6.908084003,69,79,8.6,8.6,9,241,10,0,3.48,FALSE,TRUE,19.5,6.044573502,1996,1997,22.63,1/26/1997,234,69.25287356,2.873563218,2.586206897,1997,0,3.398340733,5.2518177
9/17/1997,W,4,W4,540882,4187083,4,5.1,0.3,0,0.15,20.4,3.1,sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_W4,9/17/1997,19.5,19.5,10180,10180,10180,10180,5.277008613,5.372954224,60,62,8.5,8.5,0,111,1,0,3.06,FALSE,TRUE,19.5,5.277008613,1996,1997,22.63,1/26/1997,234,36.2745098,0.326797386,0,1997,0,3.398340733,5.2518177
9/17/1997,W,5.1,W5.1,540982,4186990,4,5.4,0.35,0,0.175,21.6,3.8,sand,NA,0,0,1,NA,NA,NA,Enteromorpha,NA,NA,1997,9,Fall,1997_Fall_W5.1,9/17/1997,19,19,10070,10070,10070,10070,4.413237024,5.180756506,50,58,8.4,8.5,1,84,33,0,3.78,FALSE,TRUE,19,4.413237024,1996,1997,22.63,1/26/1997,234,22.22222222,8.73015873,0.264550265,1997,0,3.398340733,5.2518177
9/18/1997,NW,6.2,NW6.2,540979,4187186,3,3,NA,0.1,0.1,9,0.9,gravel,NA,1,1,0,NA,potamogeton,sedges,NA,NA,NA,1997,9,Fall,1997_Fall_NW6.2,9/18/1997,20.5,NA,10410,NA,10410,NA,8.636073223,10.67986254,NA,NA,8.7,8.8,17,5,31,0,0.9,TRUE,TRUE,20.5,8.636073223,1996,1997,22.63,1/26/1997,235,5.555555556,34.44444444,18.88888889,1997,0,3.398340733,5.2518177
9/18/1997,NW,8,NW8,541018,4187197,3,3,0.4,0.15,0.275,9,2.5,muck,NA,0,1,0,NA,NA,sedges,NA,NA,NA,1997,9,Fall,1997_Fall_NW8,9/18/1997,21,22,9770,10750,9770,10750,3.849192416,11.13265395,45,132,8.9,8.6,1,1,50,0,2.475,FALSE,TRUE,21.5,3.849192416,1996,1997,22.63,1/26/1997,235,0.404040404,20.2020202,0.404040404,1997,0,3.398340733,5.2518177
9/18/1997,NW,8.1,NW8.1,541086,4187187,3,2.4,0.44,0.1,0.27,7.2,1.9,muck,NA,1,1,0,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_NW8.1,9/18/1997,22,23,9980,10970,9980,10970,7.699108168,11.70958475,92,142,8.3,8.9,1,2,19,0,1.944,FALSE,TRUE,22.5,7.699108168,1996,1997,22.63,1/26/1997,235,1.028806584,9.773662551,0.514403292,1997,0,3.398340733,5.2518177
9/18/1997,NW,8.2,NW8.2,541053,4187179,3,3,1.6,0.5,1.05,9,9.5,muck,NA,1,1,0,NA,potamogeton,NA,NA,NA,NA,1997,9,Fall,1997_Fall_NW8.2,9/18/1997,22.5,24,10080,11200,10080,11200,9.624314659,11.99858358,117,148,8.6,8.9,2,18,119,0,9.45,FALSE,TRUE,23.25,9.624314659,1996,1997,22.63,1/26/1997,235,1.904761905,12.59259259,0.211640212,1997,0,3.398340733,5.2518177
9/19/1997,E,10,E10,541620,4187269,3,3.4,0.4,0.1,0.25,10.2,2.6,muck,NA,0,1,NA,Present,NA,sedges,NA,NA,NA,1997,9,Fall,1997_Fall_E10,9/19/1997,20,20,8070,9560,8070,9560,0.967581785,3.079043737,11,35,8.2,8.3,0,11,0,0,2.55,FALSE,TRUE,20,0.967581785,1996,1997,22.63,1/26/1997,236,4.31372549,0,0,1997,0,3.398340733,5.2518177
9/19/1997,E,10.1,E10.1,541634,4187282,3,3.2,0.2,0,0.1,9.6,1,muck,NA,NA,NA,NA,NA,NA,NA,NA,NA,sieved,1997,9,Fall,1997_Fall_E10.1,9/19/1997,20,21,8820,9010,8820,9010,1.543826362,3.087940842,18,36,NA,8.4,1,23,0,0,0.96,FALSE,TRUE,20.5,1.543826362,1996,1997,22.63,1/26/1997,236,23.95833333,0,1.041666667,1997,0,3.398340733,5.2518177
9/19/1997,E,11,E11,541672,4187291,3,4,0.15,0,0.075,12,0.9,muck,mud,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_E11,9/19/1997,22,22,9980,9980,9980,9980,3.079643267,4.426987197,37,53,NA,NA,0,2,0,0,0.9,FALSE,TRUE,22,3.079643267,1996,1997,22.63,1/26/1997,236,2.222222222,0,0,1997,0,3.398340733,5.2518177
9/19/1997,E,12,E12,541220,4187244,3,3.25,0.61,NA,0.61,9.8,5.9,cobble,NA,1,1,0,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_E12,9/19/1997,21.5,23,10630,10970,10630,10970,7.677311634,10.0779213,91,122,8.4,8.9,2,1,28,0,5.978,FALSE,TRUE,22.25,7.677311634,1996,1997,22.63,1/26/1997,236,0.167280027,4.683840749,0.334560054,1997,0,3.398340733,5.2518177
9/19/1997,E,13.1,E13.1,541704,4187233,3,4.6,0.35,NA,0.35,13.8,4.8,NA,NA,1,0,0,NA,potamogeton,NA,NA,NA,mud/sand/cobble all listed as dominant,1997,9,Fall,1997_Fall_E13.1,9/19/1997,19,19,10790,10790,10790,10790,5.166188832,5.35752916,58,60,8.6,8.7,4,1,9,0,4.83,FALSE,TRUE,19,5.166188832,1996,1997,22.63,1/26/1997,236,0.207039337,1.863354037,0.82815735,1997,0,3.398340733,5.2518177
9/19/1997,E,13.3,E13.3,541717,4187184,3,3.6,0.27,NA,0.27,10.8,2.9,muck,NA,0,1,0,NA,NA,NA,NA,NA,NA,1997,9,Fall,1997_Fall_E13.3,9/19/1997,18,19,9500,10790,9500,10790,5.763793467,5.740209814,63,64,8.4,8.6,2,14,22,0,2.916,FALSE,TRUE,18.5,5.740209814,1996,1997,22.63,1/26/1997,236,4.801097394,7.544581619,0.685871056,1997,0,3.398340733,5.2518177
9/19/1997,E,13.5,E13.5,541678,4187165,3,2.6,0.39,NA,0.39,7.8,3,muck,NA,0,1,0,NA,NA,sedges,NA,NA,NA,1997,9,Fall,1997_Fall_E13.5,9/19/1997,21,22,9770,10750,9770,10750,5.003950141,6.813951987,58,81,8.4,8.6,2,8,12,0,3.042,FALSE,TRUE,21.5,5.003950141,1996,1997,22.63,1/26/1997,236,2.629848784,3.944773176,0.657462196,1997,0,3.398340733,5.2518177
10/6/1998,W,2,W2,540764,4187193,2,2.75,0.45,0,0.225,5.5,1.2375,muck,NA,4,NA,NA,NA,potamogeton,NA,NA,NA,NA,1998,10,Fall,1998_Fall_W2,10/6/1998,18,20,4790,5780,4790,5780,9.390904458,11.31757143,102,127,NA,NA,26,157,6,0,1.2375,TRUE,TRUE,19,9.390904458,1997,1998,47.22,3/16/1998,204,126.8686869,4.848484848,21.01010101,1998,0,4.39491645,5.8885026
10/6/1998,W,2.3,W2.3,540740,4187203,3.4,3.5,1.25,0,0.625,11.9,7.4375,sand,gravel,1,1,1,NA,NA,NA,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_W2.3,10/6/1998,17,18,4680,4790,4680,4790,9.585870669,10.17347983,99,110,NA,NA,1,113,163,0,7.4375,TRUE,TRUE,17.5,9.585870669,1997,1998,47.22,3/16/1998,204,15.19327731,21.91596639,0.134453782,1998,0,4.39491645,5.8885026
10/6/1998,W,3,W3,540835,4187139,3.3,3.98,0.93,0,0.465,13.134,6.10731,sand,corophium,3,1,0,NA,potamogeton,Distichlis,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_W3,10/6/1998,17,18,4680,4790,4680,4790,9.390240656,10.17347983,97,110,NA,NA,2,137,110,0,6.10731,FALSE,TRUE,17.5,9.390240656,1997,1998,47.22,3/16/1998,204,22.43213461,18.01120297,0.327476418,1998,0,4.39491645,5.8885026
10/6/1998,W,3.1,W3.1,540845,4187115,3,4.25,0,NA,0,12.75,0,muck,sand,3,1,NA,NA,potamogeton,Distichlis,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_W3.1,10/6/1998,NA,NA,NA,NA,NA,NA,9.946627393,10.72675503,NA,NA,NA,NA,8,113,27,0,0.2,TRUE,TRUE,NA,9.946627393,1997,1998,47.22,3/16/1998,204,565,135,40,1998,0,4.39491645,5.8885026
10/6/1998,W,3.2,W3.2,540829,4187160,2.85,4,0.3,0,0.15,11.4,1.71,sand,corophium,1,NA,NA,NA,NA,NA,NA,NA,NA,1998,10,Fall,1998_Fall_W3.2,10/6/1998,18,18,4790,4790,4790,4790,NA,9.390904458,NA,102,NA,NA,1,68,144,0,1.71,TRUE,TRUE,18,9.390904458,1997,1998,47.22,3/16/1998,204,39.76608187,84.21052632,0.584795322,1998,0,4.39491645,5.8885026
10/6/1998,W,4,W4,540882,4187083,3.25,5,0.6,0,0.3,16.25,4.875,sand,corophium,0,0,1,NA,NA,NA,Spyrogyra?,NA,mysid shrimp,1998,10,Fall,1998_Fall_W4,10/6/1998,17,17,NA,4680,NA,4680,10.14324446,10.56402074,105,110,NA,NA,4,285,9,0,4.875,TRUE,TRUE,17,10.14324446,1997,1998,47.22,3/16/1998,204,58.46153846,1.846153846,0.820512821,1998,0,4.39491645,5.8885026
10/6/1998,W,5,W5,540974,4187008,3.2,5.6,0.4,0,0.2,17.92,3.584,sand,NA,1,1,1,NA,NA,NA,NA,NA,lots of mysid shrimp.  Hard to seine because of wind,1998,10,Fall,1998_Fall_W5,10/6/1998,17,17,4680,4680,4680,4680,9.781500683,10.17276071,101,106,NA,NA,6,13,35,0,3.584,FALSE,TRUE,17,9.781500683,1997,1998,47.22,3/16/1998,204,3.627232143,9.765625,1.674107143,1998,0,4.39491645,5.8885026
10/6/1998,W,5.1,W5.1,540982,4186990,3.45,5.4,0.37,0,0.185,18.63,3.44655,sand,corophium,1,1,1,NA,NA,NA,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_W5.1,10/6/1998,17,17,4680,4680,4680,4680,9.977130697,10.17276071,103,106,NA,NA,1,33,514,0,3.44655,TRUE,TRUE,17,9.977130697,1997,1998,47.22,3/16/1998,204,9.574792183,149.1346419,0.290145218,1998,0,4.39491645,5.8885026
10/7/1998,E,10,E10,541620,4187269,3,3.9,0.45,0.3,0.375,11.7,4.3875,muck,NA,1,2,0,NA,NA,NA,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_E10,10/7/1998,16.5,16.5,4330,4620,4330,4620,4.896004963,7.629285009,51,79,NA,NA,19,46,0,0,4.3875,FALSE,TRUE,16.5,4.896004963,1997,1998,47.22,3/16/1998,205,10.48433048,0,4.33048433,1998,0,4.39491645,5.8885026
10/7/1998,E,10.1,E10.1,541634,4187282,2.3,2.9,0.5,0.31,0.405,6.67,2.70135,muck,NA,2,1,NA,NA,potamogeton,sedges,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_E10.1,10/7/1998,16.5,16.5,4620,4620,4620,4620,5.281812699,8.020530394,55,83,NA,NA,22,18,0,0,2.70135,TRUE,TRUE,16.5,5.281812699,1997,1998,47.22,3/16/1998,205,6.663334999,0,8.14407611,1998,0,4.39491645,5.8885026
10/7/1998,E,11,E11,541672,4187291,3,3.2,0.65,0.19,0.42,9.6,4.032,gravel,NA,1,2,0,NA,NA,sedges,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_E11,10/7/1998,17,17,4680,4680,4680,4680,6.651420464,7.433940519,69,77,NA,NA,8,18,0,0,4.032,TRUE,TRUE,17,6.651420464,1997,1998,47.22,3/16/1998,205,4.464285714,0,1.984126984,1998,0,4.39491645,5.8885026
10/7/1998,E,13.1,E13.1,541704,4187233,2.25,3.3,0.2,0.13,0.165,7.425,1.225125,mud,gravel,2,2,0,NA,NA,NA,NA,NA,mysid shrimp.  Bottom is firmly packed. Called silt/clay--mud,1998,10,Fall,1998_Fall_E13.1,10/7/1998,17,17,4090,3940,4090,3940,6.470121835,7.062223288,67,73,NA,NA,1,0,0,0,1.225125,TRUE,TRUE,17,6.470121835,1997,1998,47.22,3/16/1998,205,0,0,0.81624324,1998,0,4.39491645,5.8885026
10/7/1998,E,13.2,E13.2,541715,4187215,2.25,3,0.65,0.15,0.4,6.75,2.7,muck,gravel,1,2,0,NA,NA,NA,NA,NA,mysid shrimp. damselfly,1998,10,Fall,1998_Fall_E13.2,10/7/1998,17,17,4380,4380,4380,4380,7.246344766,8.029733389,75,83,NA,NA,3,1,5,0,2.7,TRUE,TRUE,17,7.246344766,1997,1998,47.22,3/16/1998,205,0.37037037,1.851851852,1.111111111,1998,0,4.39491645,5.8885026
10/7/1998,E,13.3,E13.3,541717,4187184,2.6,3.4,0.8,0.25,0.525,8.84,4.641,muck,mud,0,2,NA,NA,NA,NA,NA,NA,firm mud,1998,10,Fall,1998_Fall_E13.3,10/7/1998,17.5,18,4730,4790,4730,4790,7.042934132,8.999616772,76,97,NA,NA,62,65,1,0,4.641,TRUE,TRUE,17.75,7.042934132,1997,1998,47.22,3/16/1998,205,14.00560224,0.215470804,13.35918983,1998,0,4.39491645,5.8885026
10/7/1998,E,13.4,E13.4,541700,4187175,2.7,3.7,0.71,0.25,0.48,9.99,4.7952,muck,mud,0,3,0,NA,NA,NA,NA,NA,Sieved net to get muck (organic) out-- may have lost little fishes.  Firm mud,1998,10,Fall,1998_Fall_E13.4,10/7/1998,17.5,18,4730,4790,4730,4790,7.629845309,8.412685243,82,91,NA,NA,79,174,1,0,4.7952,TRUE,TRUE,17.75,7.629845309,1997,1998,47.22,3/16/1998,205,36.28628629,0.208541875,16.47480814,1998,0,4.39491645,5.8885026
10/7/1998,E,13.5,E13.5,541678,4187165,3,3.2,0.8,0.37,0.585,9.6,5.616,muck,mud,1,1,0,NA,NA,NA,NA,NA,firm mud,1998,10,Fall,1998_Fall_E13.5,10/7/1998,18.5,18.5,4840,4840,4840,4840,8.41296623,8.999917362,87,93,NA,NA,NA,NA,NA,NA,5.616,TRUE,TRUE,18.5,8.41296623,1997,1998,47.22,3/16/1998,205,NA,NA,NA,1998,0,4.39491645,5.8885026
10/8/1998,NW,6,NW6,540963,4187194,3,3,0.93,0,0.465,9,4.185,mud,gravel,1,1,4,NA,NA,NA,floating green algae,NA,sample site partly on old concrete boat ramp.  Mysid shrimp,1998,10,Fall,1998_Fall_NW6,10/8/1998,18,18,4640,4640,4640,4640,8.808843167,9.396099378,95,102,NA,NA,19,15,53,0,4.185,FALSE,TRUE,18,8.808843167,1997,1998,47.22,3/16/1998,206,3.584229391,12.66427718,4.540023895,1998,0,4.39491645,5.8885026
10/8/1998,NW,6.1,NW6.1,540935,4187183,2.3,2.3,0.8,0,0.4,5.29,2.116,mud,gravel,2,0,4,NA,NA,NA,floating green algae,NA,NA,1998,10,Fall,1998_Fall_NW6.1,10/8/1998,17,17,4680,4680,4680,4680,8.02083056,8.412090587,83,87,NA,NA,11,6,33,0,2.116,TRUE,TRUE,17,8.02083056,1997,1998,47.22,3/16/1998,206,2.835538752,15.59546314,5.198487713,1998,0,4.39491645,5.8885026
10/8/1998,NW,6.2,NW6.2,540979,4187186,2.7,4.1,0.75,0.14,0.445,11.07,4.92615,muck,gravel,3,1,4,NA,NA,sedges,floating green algae,NA,NA,1998,10,Fall,1998_Fall_NW6.2,10/8/1998,18,19,4790,4890,4790,4890,9.195260615,10.56546045,99,116,NA,NA,3,30,37,0,4.92615,TRUE,TRUE,18.5,9.195260615,1997,1998,47.22,3/16/1998,206,6.08994854,7.510936533,0.608994854,1998,0,4.39491645,5.8885026
10/8/1998,NW,7,NW7,540997,4187181,3.5,4.4,0.65,0,0.325,15.4,5.005,muck,gravel,2,1,4,NA,NA,rushes,floating green algae,NA,NA,1998,10,Fall,1998_Fall_NW7,10/8/1998,18,19,4790,4890,4790,4890,10.17347983,10.36980377,110,114,NA,NA,9,37,77,0,5.005,TRUE,TRUE,18.5,10.17347983,1997,1998,47.22,3/16/1998,206,7.392607393,15.38461538,1.798201798,1998,0,4.39491645,5.8885026
10/8/1998,NW,8,NW8,541018,4187197,2.45,3.3,0.54,0.27,0.405,8.085,3.274425,muck,NA,1,2,0,NA,NA,NA,NA,NA,mysid shrimp,1998,10,Fall,1998_Fall_NW8,10/8/1998,18,19,4790,4890,4790,4890,NA,NA,NA,NA,NA,NA,30,23,43,0,3.274425,FALSE,TRUE,18.5,NA,1997,1998,47.22,3/16/1998,206,7.024134008,13.13207662,9.161913924,1998,0,4.39491645,5.8885026
10/8/1998,NW,8.1,NW8.1,541086,4187187,2.2,4.3,0.63,0.25,0.44,9.46,4.1624,muck,NA,1,1,NA,NA,potamogeton,sedges,NA,NA,NA,1998,10,Fall,1998_Fall_NW8.1,10/8/1998,19,19,4890,4890,4890,4890,10.76111712,11.93505717,119,132,NA,NA,11,84,22,0,4.1624,FALSE,TRUE,19,10.76111712,1997,1998,47.22,3/16/1998,206,20.180665,5.285412262,2.642706131,1998,0,4.39491645,5.8885026
10/8/1998,NW,8.2,NW8.2,541053,4187179,2.65,3.5,0.5,0.22,0.36,9.275,3.339,muck,NA,0,2,0,NA,NA,NA,NA,NA,mysid shrimp. Soupy green water with phytoplankton,1998,10,Fall,1998_Fall_NW8.2,10/8/1998,20,20,5000,5000,5000,5000,11.93578482,12.71845923,134,143,NA,NA,23,39,18,0,3.339,TRUE,TRUE,20,11.93578482,1997,1998,47.22,3/16/1998,206,11.68014376,5.39083558,6.888289907,1998,0,4.39491645,5.8885026
10/8/1998,NW,8.3,NW8.3,541134,4187211,3,4.2,0.65,0.39,0.52,12.6,6.552,muck,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1998,10,Fall,1998_Fall_NW8.3,10/8/1998,18.5,18.5,4840,4840,4840,4840,11.93467302,12.71727453,132,140,NA,NA,40,93,2,0,6.552,TRUE,TRUE,18.5,11.93467302,1997,1998,47.22,3/16/1998,206,14.19413919,0.305250305,6.105006105,1998,0,4.39491645,5.8885026
